,Producto1,Producto2,Correlacion
0,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-111:277:659:660,1.0
1,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-14:49:115:116,-0.039558007634590824
2,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-157:273:651:652,-0.09103560909487693
3,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-15:50:117:118,-0.02369875934581825
4,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-16:51:119:120,0.06376731762128378
5,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-19:52:121:122,0.09042928149142752
6,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-205:306:758:759,0.03692028429299877
7,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-208:432:1113:1114,-0.02311868844701316
8,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-20:53:123:124,0.18188775078919453
9,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-21:54:125:126,-0.00017683122341645037
10,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-233:577:1503:1504,0.09769809198502519
11,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-236:307:760:761,0.18238234592532857
12,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-241:367:958:959,-0.05969605493754318
13,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-25:58:133:134,0.18269748387661425
14,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-279:366:956:957,0.1068560077881458
15,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-2:42:99:100,0.030952002819029423
16,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-2:42:99:101,0.07148268354071674
17,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-30:63:143:144,0.10072146786606881
18,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-330:576:1501:1502,0.08246218313023868
19,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-367:488:1260:1261,0.01510119562263129
20,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-393:618:1596:1597,0.055173989410462046
21,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-396:719:1867:1868,0.22785327146165663
22,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-397:578:1505:1506,0.1257017498731845
23,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-40058:70129:70130:47263,0.016661930915990324
24,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-440:579:1507:1508,0.11790797727516693
25,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-440:579:1509:1510,-0.032931174397618
26,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-44789:80549:80550:53091,0.026635411598387115
27,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-463:720:1869:1870,-0.0876399031463943
28,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-47:67:151:152,-0.06384388743914422
29,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-4:44:104:105,0.1079393847041939
30,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-52:78:177:178,-0.14332045096348808
31,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-561:754:1940:1941,0.05648704718619741
32,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-579:752:1936:1937,0.13282525600936076
33,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-60:91:203:204,-0.025462213303627967
34,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-61:92:205:229,-0.05043058754577348
35,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT1-66:87:195:196,0.17422061044317994
36,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT100014-13454:24507:24508:16218,-0.01011169452349454
37,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-104967:239539:239540:131193,-0.06079474188403597
38,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-115016:262946:262947:142755,0.012744548392930745
39,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-154:296447:296448:160938,-0.010602902383907903
40,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-208362:511397:511398:258799,0.011127188618354168
41,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-305509:1018259:1018260:563293,0.13486171766081562
42,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-370:393813:393814:210159,0.14173719090834658
43,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-44:643471:643472:327559,-0.04692596566761425
44,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-455075:1153677:1153676:630613,0.056323099266908906
45,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-455150:1153426:1153427:630219,-0.1931756943833275
46,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-52857:101263:101262:63782,-0.16958940610886453
47,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-52860:101265:101264:63788,0.0028600030423659474
48,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-52864:101267:101266:63795,-0.04966767438612863
49,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-54:569323:569324:286789,0.15215348975472257
50,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-60271:510131:510132:258690,-0.1255478530151854
51,cantidad_BAQ-FRU1-CAT1-111:277:659:660,cantidad_BAQ-FRU1-CAT104105-73423:168376:168377:92108,0.09296291347827837
